Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
11394,0.3,Ideal,E,VS2,62.4,57.0,4.26,4.24,2.65,844
14480,0.6,Premium,F,SI2,58.9,59.0,5.55,5.52,3.26,1378
4350,1.22,Premium,J,SI2,62.1,59.0,6.82,6.77,4.22,4509
7305,1.01,Good,G,VS1,63.2,58.0,6.34,6.38,4.02,6499
1686,0.38,Premium,E,VS1,60.2,58.0,4.66,4.71,2.82,1000
5177,0.38,Premium,I,VS2,62.5,58.0,4.58,4.61,2.87,633
25479,0.32,Ideal,J,IF,62.2,56.0,4.41,4.37,2.73,684
19145,1.19,Premium,I,VS1,59.9,61.0,6.91,6.85,4.12,5747
14494,1.7,Ideal,H,I1,62.6,54.1,7.58,7.63,4.77,7068
26453,0.31,Premium,G,VS2,62.4,59.0,4.34,4.38,2.72,544
11276,0.7,Fair,F,SI2,66.4,56.0,5.51,5.42,3.63,1564
10447,0.51,Ideal,G,VS1,61.7,55.0,5.17,5.14,3.18,1781
4047,1.16,Ideal,F,SI1,62.6,58.0,6.68,6.73,4.2,6768
3863,1.07,Premium,E,VS1,62.0,60.0,6.58,6.49,4.05,7909
23705,0.32,Ideal,G,VS2,61.5,57.0,4.4,4.41,2.71,561
9094,0.71,Ideal,D,VS2,62.3,56.0,5.68,5.72,3.55,3137
17161,0.43,Very Good,I,SI2,61.5,54.0,4.86,4.89,3.0,691
5199,0.56,Ideal,E,SI1,62.7,57.0,5.23,5.27,3.29,1580
16578,0.32,Very Good,F,VVS2,62.3,57.0,4.38,4.41,2.73,778
20602,0.32,Premium,I,VS2,62.2,59.0,4.37,4.35,2.71,576
16400,1.23,Ideal,H,VS2,62.8,56.0,6.76,6.84,4.27,7900
20702,0.6,Fair,G,SI1,65.7,55.0,5.31,5.23,3.46,1197
5438,0.38,Premium,H,VS2,61.8,58.0,4.63,4.66,2.87,700
12590,1.01,Premium,I,SI2,62.6,58.0,6.43,6.38,4.01,3818
24545,0.7,Fair,G,SI2,58.6,56.0,5.8,5.74,3.38,2208
16872,0.35,Premium,H,VS1,61.7,59.0,4.53,4.51,2.79,788
16461,1.01,Ideal,F,VS1,62.0,57.0,6.46,6.42,3.99,7887
536,0.39,Ideal,F,VS2,60.0,57.0,4.76,4.7,2.84,1053
17853,0.91,Fair,G,VS2,64.9,54.0,6.04,6.08,3.93,4860
26461,0.7,Ideal,D,VS2,61.0,57.0,5.74,5.76,3.51,2833
16942,1.59,Ideal,H,SI1,61.4,55.0,7.56,7.51,4.63,10284
6596,0.9,Premium,H,I1,58.8,62.0,6.32,6.26,3.7,1599
18809,1.13,Premium,H,SI1,62.1,58.0,6.7,6.66,4.15,5410
5176,0.9,Premium,F,I1,61.9,59.0,6.18,6.16,3.82,2316
25084,0.7,Very Good,E,VVS2,61.5,58.0,5.67,5.71,3.5,3429
7508,0.24,Ideal,F,VS1,62.7,54.0,3.99,4.02,2.51,572
7974,0.51,Very Good,F,VVS2,60.8,56.0,5.17,5.2,3.15,2041
20598,0.52,Ideal,F,VS2,60.6,55.0,5.19,5.27,3.17,1662
22097,0.37,Premium,G,SI1,60.0,57.0,4.7,4.67,2.81,708
17067,0.51,Ideal,G,SI1,61.9,56.0,5.11,5.17,3.17,1321
17879,1.04,Premium,I,SI1,61.8,60.0,6.51,6.47,4.01,4368
2986,0.54,Ideal,G,VVS2,62.2,55.0,5.22,5.27,3.26,1868
21267,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,6104
10459,0.57,Ideal,G,VVS2,61.9,56.0,5.29,5.3,3.28,2039
3109,0.91,Very Good,D,SI1,,58.0,6.16,6.19,3.88,5033
11673,0.72,Ideal,F,VS1,61.4,56.0,5.75,5.79,3.54,3759
18833,0.71,Premium,G,VS1,62.2,59.0,5.73,5.66,3.54,2825
6710,0.4,Good,F,VVS1,61.9,61.0,4.71,4.73,2.92,1349
13208,1.03,Premium,G,VS2,62.3,59.0,6.38,6.42,3.99,6214
14512,0.9,Good,G,SI1,64.1,59.4,6.04,6.08,3.88,3816
13932,0.79,Ideal,E,SI1,62.1,54.0,5.92,5.96,3.69,3107
20612,1.7,Ideal,H,VS2,62.8,55.0,7.61,7.54,4.76,10333
10221,1.04,Ideal,F,SI1,62.9,54.0,6.49,6.46,4.07,5626
12343,1.23,Premium,D,SI2,58.0,59.0,7.02,6.97,4.06,4470
20388,0.71,Premium,E,VVS1,61.8,56.0,5.71,5.68,3.52,3936
16860,1.09,Very Good,G,VS1,59.9,56.0,6.74,6.81,4.06,7992
11384,1.01,Good,E,VVS2,63.9,58.0,6.31,6.37,4.05,8415
13364,1.07,Very Good,G,SI2,63.5,59.0,6.52,6.46,4.12,3655
18677,1.01,Very Good,F,VS2,59.2,59.0,6.49,6.61,3.88,6257
14438,0.57,Good,D,SI2,63.8,57.0,5.24,5.26,3.35,1262
5474,0.31,Very Good,E,VVS2,60.8,55.0,4.38,4.43,2.68,816
845,1.14,Ideal,E,VVS2,62.3,55.0,6.68,6.71,4.17,10512
6985,0.31,Premium,H,VS1,62.8,58.0,4.31,4.29,2.7,698
5059,0.54,Premium,F,SI1,60.4,58.0,5.29,5.2,3.17,1555
18588,1.01,Ideal,I,VS2,62.5,56.0,6.38,6.41,4.0,5855
24089,1.12,Premium,G,IF,60.9,57.0,6.79,6.68,4.1,9126
12483,0.35,Premium,G,VS1,61.5,58.0,4.54,4.5,2.78,906
18569,0.72,Ideal,D,VS2,60.5,57.0,5.81,5.83,3.52,3275
3591,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,709
11368,1.32,Ideal,D,VVS2,59.3,59.0,7.16,7.23,4.27,15802
8485,2.01,Good,G,SI2,63.6,59.0,7.95,8.0,5.07,15832
1923,0.31,Premium,G,VS2,60.9,58.0,4.38,4.35,2.66,698
260,0.59,Ideal,E,VS2,61.4,58.0,5.38,5.4,3.31,1657
9911,0.41,Good,D,SI1,63.1,57.0,4.68,4.73,2.97,717
4453,1.0,Very Good,E,VS2,61.9,57.0,6.35,6.38,3.94,6732
1936,0.34,Premium,E,SI1,61.9,59.0,4.44,4.48,2.76,596
2927,0.33,Premium,G,VVS2,,59.0,4.46,4.41,2.75,965
4465,0.29,Good,E,VVS2,62.7,61.0,4.2,4.22,2.64,633
15407,0.4,Ideal,G,SI1,60.9,55.0,4.8,4.78,2.92,873
4725,0.72,Premium,J,SI1,62.0,58.0,5.77,5.74,3.57,1879
2474,2.21,Ideal,I,SI1,61.6,57.0,8.38,8.43,5.18,18062
19861,0.31,Very Good,F,SI1,63.5,56.0,4.33,4.3,2.74,663
10877,0.52,Good,E,SI2,60.5,62.0,5.15,5.2,3.13,1199
8457,1.06,Premium,I,VS1,61.2,57.1,6.56,6.59,4.03,5550
7126,1.5,Very Good,J,VVS2,63.3,56.0,7.18,7.29,4.58,8391
9690,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,583
20275,1.51,Premium,H,SI2,59.4,62.0,7.47,7.31,4.39,7235
8294,0.74,Ideal,F,VVS2,61.5,55.0,5.85,5.82,3.59,3879
11032,0.33,Premium,H,VS1,59.2,58.0,4.5,4.55,2.68,579
10547,0.32,Ideal,D,VVS2,60.6,56.0,4.47,4.5,2.72,1066
5460,1.02,Good,J,SI2,63.4,56.0,6.36,6.42,4.05,3534
8809,0.4,Very Good,D,SI2,63.1,56.0,4.67,4.65,2.94,798
22191,1.02,Premium,G,VS1,61.0,58.0,6.55,6.49,3.98,6683
24781,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,1986
19719,0.42,Ideal,J,VS2,61.3,57.0,4.79,4.86,2.96,680
14956,0.43,Ideal,G,VVS2,61.9,55.0,4.86,4.84,3.0,1129
14388,0.4,Very Good,G,VS2,63.5,56.0,4.7,4.68,2.98,1035
10896,0.34,Very Good,G,VVS2,61.2,59.0,4.46,4.5,2.74,775
22659,0.32,Ideal,I,VS1,61.7,55.6,4.41,4.43,2.73,529
22004,0.35,Ideal,I,IF,61.1,56.0,4.56,4.6,2.8,715
20025,1.06,Premium,E,SI2,60.5,60.0,6.67,6.61,4.02,4737
25875,0.33,Premium,G,VS2,59.4,61.0,4.53,4.49,2.68,743
19573,1.52,Fair,F,SI2,56.3,64.0,7.68,7.62,4.31,8938
13952,0.4,Premium,H,VS1,,58.0,4.71,4.68,2.94,1035
13874,0.38,Ideal,F,VS2,61.2,57.0,4.67,4.64,2.85,889
3520,1.01,Premium,H,VS2,60.7,61.0,6.47,6.39,3.9,4921
17001,2.01,Ideal,I,VS2,64.8,55.0,7.91,7.87,5.12,15729
20263,0.7,Very Good,H,VS1,61.5,58.0,5.66,5.72,3.5,2394
12844,2.01,Good,G,SI1,60.3,60.0,8.07,8.18,4.9,18625
21188,0.33,Premium,E,VS2,60.7,58.0,4.47,4.49,2.72,723
19996,0.8,Very Good,H,SI2,63.4,58.0,5.87,5.84,3.71,2502
15482,1.04,Ideal,E,VVS2,62.4,56.0,6.51,6.47,4.05,9897
18023,1.14,Fair,J,SI2,64.4,55.0,6.56,6.54,4.22,3403
18780,1.21,Premium,D,VS1,62.6,56.0,6.83,6.74,4.25,10706
26445,0.31,Ideal,E,VS1,60.4,57.0,4.4,4.37,2.65,942
5607,0.3,Premium,F,IF,60.7,58.0,4.37,4.33,2.64,1013
9854,1.5,Premium,G,VS1,62.7,58.0,7.25,7.3,4.56,14105
14026,0.71,Premium,F,SI2,61.6,59.0,5.75,5.71,3.53,2482
14802,0.41,Premium,D,SI1,61.0,59.0,4.76,4.78,2.91,791
12122,1.13,Premium,F,IF,60.0,58.0,6.78,6.76,4.06,12543
12805,0.4,Ideal,J,VS1,61.5,58.0,4.73,4.76,2.92,633
6651,0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,1080
23777,0.43,Very Good,D,SI2,63.3,57.0,4.82,4.79,3.04,858
15068,0.72,Very Good,J,VS2,62.2,58.0,5.68,5.73,3.55,2028
26902,1.15,Ideal,I,VS2,61.7,59.0,6.68,6.73,4.14,5038
18436,1.04,Very Good,F,VS2,61.0,60.0,6.54,6.48,3.97,6361
5427,0.4,Very Good,G,SI1,62.6,55.3,4.69,4.71,2.93,795
13063,0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,911
19982,0.3,Ideal,E,VVS2,61.7,53.8,4.31,4.34,2.67,779
19677,2.23,Premium,G,SI2,61.4,58.0,8.41,8.32,5.14,16805
7675,1.52,Ideal,I,SI2,61.3,60.0,7.33,7.39,4.51,7582
14130,1.17,Good,G,VS1,60.0,64.0,6.82,6.77,4.08,7972
4565,2.0,Very Good,E,SI2,62.9,56.0,7.94,8.0,5.01,16064
16148,0.5,Premium,F,VS2,62.2,59.0,5.06,5.1,3.16,1436
22974,1.21,Very Good,H,SI1,63.5,60.0,6.65,6.61,4.21,6566
18765,0.43,Ideal,G,VVS1,61.4,55.0,4.86,4.91,3.0,1207
9429,0.9,Very Good,D,SI1,61.6,54.0,6.18,6.25,3.83,3880
25537,1.52,Fair,H,SI2,64.9,58.0,7.23,7.19,4.68,7388
2008,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,3105
22925,0.38,Ideal,F,VS2,61.9,55.0,4.68,4.64,2.89,969
14777,1.12,Ideal,F,SI2,61.8,55.0,6.69,6.66,4.13,4140
6267,0.31,Very Good,D,VVS1,61.1,56.0,4.35,4.42,2.68,826
1625,0.7,Ideal,I,VVS2,61.6,56.5,5.65,5.72,3.51,2487
16982,0.9,Ideal,H,VS2,61.6,57.0,6.17,6.29,3.84,4173
18652,0.7,Fair,G,I1,64.3,62.0,5.59,5.49,3.57,956
15775,1.0,Premium,F,SI2,62.9,59.0,6.39,6.3,3.99,4155
23347,0.32,Ideal,F,VS1,61.9,56.0,4.4,4.36,2.71,900
9658,0.73,Ideal,E,SI1,62.8,57.0,5.73,5.74,3.6,2728
3350,1.22,Ideal,H,SI2,61.7,56.0,6.87,6.93,4.26,5502
6607,0.76,Ideal,J,SI1,61.9,53.0,5.85,5.92,3.64,1859
2205,0.38,Very Good,E,VS1,61.5,58.0,4.64,4.69,2.87,1000
6608,0.91,Fair,H,SI1,65.3,62.0,6.11,6.01,3.96,3278
15151,1.51,Ideal,J,VS2,,56.0,7.37,7.4,4.54,8203
5796,0.41,Ideal,E,VVS2,60.9,56.0,4.81,4.75,2.91,1243
16132,1.11,Ideal,J,SI2,61.7,57.0,6.63,6.69,4.11,4092
7053,1.21,Premium,D,SI2,62.5,57.0,6.79,6.71,4.22,6505
12449,0.3,Ideal,D,VS2,,55.0,4.31,4.34,2.68,710
10186,0.4,Ideal,D,VS2,62.1,53.0,4.77,4.8,2.97,890
10546,1.0,Premium,D,SI1,62.2,58.0,6.45,6.34,3.98,5723
16650,1.5,Very Good,G,VS2,60.7,59.0,7.31,7.38,4.46,18691
23103,1.01,Very Good,H,VS2,62.0,59.0,6.45,6.48,4.01,5186
143,0.41,Premium,E,VS1,62.3,59.0,4.74,4.76,2.96,1079
112,1.39,Premium,G,VS2,62.0,56.0,7.18,7.14,4.44,8874
4925,0.99,Fair,J,SI1,58.0,67.0,6.57,6.5,3.79,2949
13336,0.57,Very Good,G,SI2,60.5,56.0,5.41,5.44,3.28,1171
2479,0.54,Ideal,G,VVS2,61.9,55.0,5.2,5.3,3.25,1927
21819,0.52,Ideal,F,VS1,61.2,57.0,5.16,5.2,3.17,1778
1278,1.25,Premium,H,SI2,62.1,58.0,6.93,6.86,4.28,5950
4117,0.8,Ideal,D,SI1,62.7,57.0,5.88,5.92,3.7,3564
6434,1.55,Premium,H,VS2,62.7,57.0,7.42,7.36,4.63,10827
4878,0.32,Premium,E,VVS2,61.1,58.0,4.45,4.42,2.71,1080
2415,1.71,Very Good,H,VS2,58.8,60.0,7.8,7.85,4.6,12493
26268,1.28,Premium,J,SI2,62.3,58.0,6.94,6.89,4.31,4636
19847,0.3,Ideal,G,SI2,61.8,57.0,4.31,4.33,2.67,422
581,0.3,Ideal,D,SI1,62.1,56.0,4.3,4.33,2.68,552
13342,0.41,Very Good,F,VVS2,60.3,58.0,4.79,4.83,2.9,1115
24699,0.31,Very Good,G,VS2,63.5,58.0,4.29,4.22,2.7,698
23073,2.08,Premium,I,SI2,60.8,61.0,8.24,8.21,5.0,14047
13178,0.52,Ideal,H,SI1,62.3,54.0,5.15,5.18,3.22,1074
16205,0.81,Ideal,E,SI2,,55.0,5.94,5.98,3.7,3101
4930,0.9,Ideal,D,SI1,62.1,57.0,6.18,6.25,3.86,4523
9011,0.7,Ideal,H,VS2,61.9,56.0,5.68,5.73,3.53,3656
19987,1.67,Ideal,I,VS2,61.9,57.0,7.56,7.59,4.69,12406
23886,0.38,Ideal,F,SI1,61.1,57.0,4.7,4.72,2.88,660
4405,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,803
22921,1.01,Very Good,G,VS2,62.5,60.0,6.31,6.37,3.96,5519
2747,0.9,Very Good,D,SI1,60.9,57.0,6.22,6.26,3.8,4438
9230,0.76,Premium,G,VS1,59.6,57.0,6.01,5.91,3.55,2937
4091,1.25,Ideal,J,VVS2,62.1,56.0,6.81,6.84,4.24,5980
9456,0.33,Ideal,E,VS2,62.6,57.0,4.42,4.37,2.75,928
4739,0.31,Ideal,D,SI2,62.6,57.0,4.35,4.27,2.7,593
9509,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2243
1496,1.0,Ideal,G,VS1,62.7,54.0,6.37,6.42,4.01,6349
19101,0.7,Very Good,F,VS2,60.5,58.0,5.78,5.83,3.51,2437
16550,0.6,Ideal,D,VS1,61.9,54.9,5.4,5.43,3.35,2527
6549,1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,8060
12894,1.01,Premium,D,SI1,62.7,58.0,6.38,6.34,3.99,4909
11537,0.25,Premium,F,IF,61.1,58.0,4.1,4.08,2.5,740
10271,1.06,Ideal,E,VS1,62.1,57.0,6.52,6.49,4.04,8567
15177,1.14,Premium,G,SI2,60.4,59.0,6.8,6.78,4.1,4884
25829,1.98,Fair,H,VS1,58.3,69.0,8.28,8.17,4.8,12923
3816,1.42,Premium,G,VS1,62.1,56.0,7.27,7.22,4.5,11434
25088,1.5,Ideal,H,SI2,62.4,58.0,7.29,7.26,4.54,8471
21225,0.64,Ideal,H,VS2,62.3,54.0,5.52,5.55,3.44,1831
22260,0.39,Ideal,E,VS1,62.7,53.6,4.67,4.69,2.93,1004
2028,1.01,Good,E,VVS2,63.3,58.0,6.31,6.39,4.02,8752
6239,2.09,Ideal,H,SI1,60.6,57.0,8.34,8.29,5.04,14383
7397,0.32,Very Good,G,VS1,61.3,62.0,4.39,4.42,2.7,645
871,0.71,Ideal,H,SI2,61.8,55.0,5.75,5.7,3.54,2024
19453,1.3,Premium,F,VS2,60.4,59.0,7.06,7.12,4.28,9909
10503,0.52,Very Good,G,VVS2,62.0,57.0,5.15,5.19,3.2,1794
26747,0.63,Ideal,I,VVS1,62.8,58.0,5.44,5.49,3.43,2064
8798,0.37,Good,I,VS2,64.0,56.0,4.58,4.45,2.89,473
3332,1.07,Premium,I,VS2,60.7,58.0,6.62,6.66,4.03,4491
24553,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,816
24047,0.51,Very Good,D,SI1,59.1,63.0,5.27,5.15,3.08,1437
5897,0.73,Premium,D,VS2,59.8,58.0,5.89,5.85,3.51,3250
20172,0.7,Premium,F,SI1,61.3,59.0,5.71,5.74,3.51,2161
26950,1.03,Ideal,G,VVS1,62.0,56.0,6.54,6.5,4.04,8398
5275,0.5,Premium,F,VVS2,62.7,56.0,5.08,5.03,3.17,1987
22270,1.09,Ideal,G,VVS2,61.2,57.0,6.62,6.66,4.06,8295
15069,0.3,Ideal,I,VS2,61.5,58.0,4.28,4.31,2.64,438
13764,1.08,Premium,F,VS2,62.1,59.0,6.59,6.54,4.08,7637
22872,1.04,Ideal,G,VS1,61.2,58.0,6.5,6.53,3.99,7375
1586,1.57,Ideal,G,VVS2,,56.0,7.48,7.41,4.64,15144
11315,1.2,Premium,J,VS2,60.8,60.0,6.85,6.89,4.18,4839
18375,0.51,Ideal,F,SI1,61.7,56.0,5.12,5.15,3.17,1394
3726,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,2964
2654,1.12,Premium,D,SI2,60.5,59.0,6.72,6.76,4.08,5233
4059,0.24,Very Good,E,VVS2,62.2,60.0,3.97,4.01,2.48,485
16018,0.74,Very Good,J,VS2,60.8,58.0,5.79,5.85,3.54,2003
12800,2.1,Very Good,I,VS2,59.4,60.0,8.39,8.47,5.01,17837
22816,0.71,Premium,F,SI1,60.3,60.0,5.76,5.79,3.48,2262
13632,0.51,Fair,F,VVS2,60.7,66.0,5.21,5.11,3.13,4368
14456,0.31,Very Good,G,VVS1,62.8,57.0,4.3,4.33,2.71,761
16755,0.7,Very Good,E,SI2,61.1,62.0,5.68,5.72,3.48,2230
21160,2.01,Good,H,I1,61.7,63.0,7.91,7.94,4.89,7959
20578,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1637
25950,1.62,Ideal,H,VS2,62.4,57.0,7.48,7.53,4.68,11114
19170,1.52,Premium,H,VVS2,61.2,58.0,7.48,7.41,4.56,11979
4753,0.7,Ideal,J,VS2,61.8,53.0,5.73,5.76,3.55,1874
25162,0.52,Premium,G,VS2,61.0,60.0,5.19,5.13,3.15,1577
15881,1.01,Premium,D,SI2,,59.0,6.57,6.54,3.89,5206
3356,0.73,Ideal,E,VS1,62.5,57.0,5.73,5.76,3.59,3235
7037,1.5,Good,F,VS2,60.2,58.0,7.31,7.35,4.41,12693
23812,2.08,Premium,H,VS2,62.0,58.0,8.19,8.1,5.05,17258
6657,0.27,Ideal,I,VVS2,62.0,54.5,4.15,4.19,2.58,412
8521,0.5,Good,F,VS2,62.9,54.9,5.08,5.12,3.21,1615
298,0.35,Ideal,F,VVS2,62.1,56.0,4.52,4.56,2.82,745
22728,0.32,Ideal,G,VVS2,62.1,55.0,4.35,4.38,2.71,730
847,1.14,Premium,G,VS2,61.9,58.0,6.72,6.68,4.15,6256
6631,0.7,Premium,E,VS2,60.9,59.0,5.71,5.68,3.47,2697
21084,0.5,Very Good,G,VVS2,62.8,57.0,5.05,5.07,3.18,1764
25464,0.72,Ideal,F,VS2,62.2,56.0,5.75,5.73,3.57,2956
6013,0.35,Ideal,G,VVS1,61.0,56.0,4.56,4.59,2.79,887
171,1.53,Very Good,F,SI1,58.5,59.0,7.55,7.62,4.44,11713
14568,1.21,Very Good,G,VVS2,60.4,56.0,6.88,6.92,4.17,9484
7982,0.7,Premium,E,SI1,60.7,58.0,5.73,5.74,3.48,2679
16398,0.53,Good,H,SI1,63.7,55.0,5.12,5.15,3.27,1132
22464,0.35,Premium,G,IF,59.1,59.0,4.62,4.59,2.72,1116
3938,1.04,Ideal,G,VS1,61.7,57.0,6.47,6.53,4.01,7294
8481,1.22,Premium,H,VS1,62.7,56.0,6.82,6.74,4.25,7105
22098,2.55,Good,H,SI2,63.7,59.0,8.66,8.57,5.49,14775
16521,0.32,Ideal,E,SI2,62.0,55.0,4.41,4.36,2.72,576
25300,0.6,Very Good,J,SI2,62.9,60.0,5.34,5.38,3.37,1022
708,0.9,Good,J,SI2,,56.0,6.1,6.17,3.92,2693
19954,0.41,Ideal,G,SI1,62.1,55.0,4.78,4.81,2.98,1110
12348,0.41,Very Good,F,SI1,63.5,56.0,4.75,4.7,3.0,904
13676,0.41,Premium,G,SI1,62.7,58.0,4.7,4.74,2.96,719
17193,0.82,Premium,I,VS2,62.6,59.0,5.91,5.87,3.69,2648
16484,1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,3534
6824,0.53,Ideal,G,VS1,61.7,55.0,5.22,5.18,3.21,1727
5392,0.43,Ideal,G,IF,62.5,54.0,4.83,4.86,3.03,1318
21015,0.32,Ideal,E,VS2,61.9,55.0,4.42,4.43,2.74,702
2690,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,1389
21543,1.17,Ideal,J,VS2,62.1,56.0,6.8,6.75,4.21,4619
11327,0.48,Ideal,I,SI1,62.5,54.0,5.04,5.07,3.16,841
12285,0.36,Ideal,D,SI1,61.9,55.7,4.57,4.59,2.84,713
5456,0.6,Very Good,E,VS1,60.0,58.0,5.5,5.56,3.32,2270
26354,1.06,Premium,F,I1,60.3,58.0,6.59,6.56,3.96,3158
21630,0.42,Premium,F,VS2,61.7,59.0,4.82,4.75,2.95,945
826,0.33,Ideal,D,VS1,61.7,55.0,4.47,4.48,2.76,739
17628,0.9,Premium,E,SI1,62.4,57.0,6.19,6.14,3.85,3609
11278,0.3,Ideal,E,SI1,61.7,58.0,4.29,4.3,2.65,499
6321,0.38,Ideal,D,VS1,62.2,57.0,4.63,4.66,2.89,1067
22192,0.3,Ideal,H,IF,61.5,56.0,4.31,4.34,2.66,789
8017,0.59,Ideal,E,VVS2,61.8,57.0,5.35,5.4,3.32,3026
5263,1.5,Ideal,D,SI2,63.0,56.0,7.3,7.25,4.58,10122
8348,0.42,Very Good,H,VS2,59.0,57.0,4.92,4.95,2.91,843
18518,1.16,Ideal,G,VS2,62.3,57.0,6.66,6.72,4.17,7074
6638,1.21,Very Good,J,VS2,60.9,58.0,6.86,6.91,4.19,4816
9365,0.53,Very Good,E,VS2,62.3,56.7,5.19,5.23,3.25,1857
25187,0.66,Ideal,H,VS2,61.4,56.0,5.62,5.65,3.46,2178
21467,0.7,Fair,H,VS2,,58.0,5.87,5.89,3.35,1981
4879,0.7,Good,E,SI2,57.8,61.0,5.88,5.82,3.38,2310
12332,0.26,Very Good,F,VVS1,62.0,59.0,4.08,4.15,2.55,597
506,1.01,Very Good,H,SI2,63.9,56.0,6.29,6.38,4.05,4023
10669,1.12,Very Good,G,SI1,61.1,59.0,6.69,6.73,4.1,5361
24976,1.51,Ideal,I,VS2,62.6,55.0,7.29,7.34,4.58,9891
16754,2.02,Ideal,G,VS2,62.0,57.0,8.1,8.05,5.01,18700
8925,0.41,Premium,F,VVS2,61.0,59.0,4.79,4.82,2.93,1115
7464,0.33,Premium,G,VS1,62.3,58.0,4.41,4.45,2.76,666
26045,0.31,Very Good,F,IF,61.2,55.0,4.37,4.39,2.68,914
20462,0.4,Ideal,H,VVS1,62.2,55.0,4.75,4.7,2.94,1088
4690,0.71,Fair,G,SI2,64.8,58.0,5.6,5.57,3.62,2055
10736,0.31,Ideal,F,VVS1,62.0,55.0,4.34,4.37,2.7,840
18070,0.34,Ideal,F,SI2,60.1,56.0,4.54,4.55,2.73,447
22100,0.72,Very Good,E,SI2,59.9,57.0,5.85,5.9,3.52,2573
3342,0.32,Ideal,F,VVS1,61.8,56.0,4.45,4.42,2.74,990
26196,0.55,Very Good,E,VS2,61.7,59.0,5.2,5.27,3.23,1629
15777,0.37,Good,H,VS2,63.7,55.0,4.56,4.54,2.9,749
12735,0.37,Ideal,F,SI1,62.4,54.0,4.6,4.63,2.88,616
22008,1.32,Ideal,G,VS2,62.4,57.0,7.05,6.98,4.38,8728
7497,0.34,Ideal,D,I1,61.4,55.0,4.52,4.5,2.77,530
18429,0.32,Ideal,G,SI1,61.4,56.0,4.44,4.42,2.72,653
16193,1.01,Ideal,G,VS1,61.2,57.0,6.47,6.41,3.94,6618
6402,0.33,Ideal,F,VS1,61.2,57.0,4.46,4.49,2.74,738
296,0.32,Ideal,G,VVS2,61.6,55.0,4.4,4.43,2.72,708
22592,1.58,Very Good,F,VS2,59.9,61.0,7.5,7.6,4.52,14308
24932,1.06,Premium,F,SI1,62.1,58.0,6.5,6.52,4.04,5142
25253,1.05,Premium,G,VS2,62.5,55.0,6.59,6.54,4.1,5927
10947,0.5,Ideal,E,VS2,61.6,57.0,5.09,5.13,3.15,1575
23037,0.34,Ideal,D,SI1,61.5,53.0,4.51,4.53,2.78,626
4269,0.43,Good,E,SI1,60.6,61.0,4.96,4.98,3.01,723
8836,0.31,Ideal,D,VVS2,61.6,54.0,4.37,4.4,2.7,840
16038,0.51,Ideal,G,VS1,62.2,55.0,5.11,5.14,3.19,1656
1283,0.43,Ideal,E,VS2,62.1,56.0,4.83,4.87,3.01,981
96,0.33,Ideal,E,VS1,60.9,57.0,4.47,4.5,2.73,850
9190,1.21,Very Good,J,SI1,62.7,57.0,6.72,6.77,4.23,4312
1667,0.5,Premium,E,SI1,62.4,60.0,4.98,4.96,3.1,1238
15028,0.3,Ideal,G,IF,61.7,53.0,4.33,4.36,2.68,850
4683,1.01,Ideal,G,VS2,62.4,57.0,6.39,6.36,3.98,6340
19323,0.34,Premium,G,VS2,61.1,60.0,4.53,4.51,2.76,765
13793,0.73,Ideal,E,SI1,61.4,56.0,5.79,5.81,3.56,2886
17561,0.39,Very Good,F,VS2,58.4,62.0,4.76,4.79,2.79,821
2775,1.31,Premium,J,SI1,59.6,59.0,7.16,7.13,4.26,5876
26887,1.69,Very Good,E,SI2,62.6,59.0,7.53,7.61,4.74,10317
8801,0.51,Fair,H,VS1,55.5,64.0,5.44,5.4,3.01,1234
7263,0.91,Very Good,D,SI2,63.9,56.0,6.06,6.09,3.88,3837
8868,0.57,Ideal,H,SI1,61.8,55.0,5.31,5.37,3.3,1292
9375,0.32,Ideal,E,VS2,61.3,57.0,4.42,4.45,2.72,702
3614,0.31,Ideal,G,IF,62.1,54.0,4.38,4.41,2.73,891
20587,0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,576
26604,0.52,Ideal,I,VVS1,60.1,56.0,5.24,5.27,3.16,1454
12562,0.7,Premium,H,SI2,60.2,61.0,5.76,5.66,3.44,2184
25330,0.71,Ideal,D,VS2,61.0,56.0,5.76,5.81,3.53,3838
7240,1.51,Ideal,H,SI2,61.7,57.0,7.39,7.36,4.55,6384
